Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0862,Domestic Violence / Emotional Abuse,Have you ever been forced to justify every expense you make in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0863,Domestic Violence / Financial Abuse,Have you ever been forced to justify every expense you make due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0863,Domestic Violence / Financial Abuse,Have you ever been forced to justify every expense you make due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0863,Domestic Violence / Financial Abuse,Have you ever been forced to justify every expense you make due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0864,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0864,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0864,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0865,Domestic Violence / Emotional Abuse,Have you ever been forced to justify every expense you make repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0865,Domestic Violence / Emotional Abuse,Have you ever been forced to justify every expense you make repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0865,Domestic Violence / Emotional Abuse,Have you ever been forced to justify every expense you make repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0866,Domestic Violence / Financial Abuse,Have you ever been forced to justify every expense you make without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0866,Domestic Violence / Financial Abuse,Have you ever been forced to justify every expense you make without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0866,Domestic Violence / Financial Abuse,Have you ever been forced to justify every expense you make without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0867,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0867,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0867,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0868,Domestic Violence / Emotional Abuse,Have you ever been forced to justify every expense you make as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0868,Domestic Violence / Emotional Abuse,Have you ever been forced to justify every expense you make as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0868,Domestic Violence / Emotional Abuse,Have you ever been forced to justify every expense you make as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0869,Domestic Violence / Financial Abuse,Have you ever been forced to justify every expense you make during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0869,Domestic Violence / Financial Abuse,Have you ever been forced to justify every expense you make during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0869,Domestic Violence / Financial Abuse,Have you ever been forced to justify every expense you make during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0870,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0870,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0870,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0871,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0871,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0871,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0872,Domestic Violence / Financial Abuse,Do you avoid visiting your family out of fear of arguments in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0872,Domestic Violence / Financial Abuse,Do you avoid visiting your family out of fear of arguments in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0872,Domestic Violence / Financial Abuse,Do you avoid visiting your family out of fear of arguments in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0873,Domestic Violence / Physical Abuse,Do you avoid visiting your family out of fear of arguments due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0873,Domestic Violence / Physical Abuse,Do you avoid visiting your family out of fear of arguments due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0873,Domestic Violence / Physical Abuse,Do you avoid visiting your family out of fear of arguments due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0874,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0874,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0874,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0875,Domestic Violence / Financial Abuse,Do you avoid visiting your family out of fear of arguments repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0875,Domestic Violence / Financial Abuse,Do you avoid visiting your family out of fear of arguments repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0875,Domestic Violence / Financial Abuse,Do you avoid visiting your family out of fear of arguments repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0876,Domestic Violence / Physical Abuse,Do you avoid visiting your family out of fear of arguments without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0876,Domestic Violence / Physical Abuse,Do you avoid visiting your family out of fear of arguments without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0876,Domestic Violence / Physical Abuse,Do you avoid visiting your family out of fear of arguments without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0877,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0877,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0877,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0878,Domestic Violence / Financial Abuse,Do you avoid visiting your family out of fear of arguments as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0878,Domestic Violence / Financial Abuse,Do you avoid visiting your family out of fear of arguments as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0878,Domestic Violence / Financial Abuse,Do you avoid visiting your family out of fear of arguments as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0879,Domestic Violence / Physical Abuse,Do you avoid visiting your family out of fear of arguments during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0879,Domestic Violence / Physical Abuse,Do you avoid visiting your family out of fear of arguments during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0879,Domestic Violence / Physical Abuse,Do you avoid visiting your family out of fear of arguments during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0880,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0880,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0880,Domestic Violence / Emotional Abuse,Do you avoid visiting your family out of fear of arguments in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0881,Domestic Violence / Financial Abuse,Has someone threatened to post private information about you,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0881,Domestic Violence / Financial Abuse,Has someone threatened to post private information about you,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0881,Domestic Violence / Financial Abuse,Has someone threatened to post private information about you,2,Uncertain - Further assessment needed,Further Session Needed,2
