Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0894,Stress and Anxiety Management,"In your daily life, do you worry about having another panic attack?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0894,Stress and Anxiety Management,"In your daily life, do you worry about having another panic attack?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0894,Stress and Anxiety Management,"In your daily life, do you worry about having another panic attack?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0895,Stress and Anxiety Management,How much do you feel irritable when stressed?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0895,Stress and Anxiety Management,How much do you feel irritable when stressed?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0895,Stress and Anxiety Management,How much do you feel irritable when stressed?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0896,Stress and Anxiety Management,Do phobias limit your daily activities?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0896,Stress and Anxiety Management,Do phobias limit your daily activities?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0896,Stress and Anxiety Management,Do phobias limit your daily activities?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0897,Stress and Anxiety Management,Would you say do you have healthy stress management techniques?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0897,Stress and Anxiety Management,Would you say do you have healthy stress management techniques?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0897,Stress and Anxiety Management,Would you say do you have healthy stress management techniques?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0898,Stress and Anxiety Management,"Recently, are you under significant work stress?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0898,Stress and Anxiety Management,"Recently, are you under significant work stress?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0898,Stress and Anxiety Management,"Recently, are you under significant work stress?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0899,Stress and Anxiety Management,To what extent do you feel irritable when stressed?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0899,Stress and Anxiety Management,To what extent do you feel irritable when stressed?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0899,Stress and Anxiety Management,To what extent do you feel irritable when stressed?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0900,Stress and Anxiety Management,To what degree does anxiety affect your sleep quality?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0900,Stress and Anxiety Management,To what degree does anxiety affect your sleep quality?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0900,Stress and Anxiety Management,To what degree does anxiety affect your sleep quality?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0901,Stress and Anxiety Management,Does this significantly impact you: do you feel anxious or nervous frequently?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0901,Stress and Anxiety Management,Does this significantly impact you: do you feel anxious or nervous frequently?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0901,Stress and Anxiety Management,Does this significantly impact you: do you feel anxious or nervous frequently?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0902,Stress and Anxiety Management,How severely do you take breaks during stressful periods?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0902,Stress and Anxiety Management,How severely do you take breaks during stressful periods?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0902,Stress and Anxiety Management,How severely do you take breaks during stressful periods?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0903,Stress and Anxiety Management,"In your daily life, do you have frequent headaches?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0903,Stress and Anxiety Management,"In your daily life, do you have frequent headaches?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0903,Stress and Anxiety Management,"In your daily life, do you have frequent headaches?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0904,Stress and Anxiety Management,How severely do you experience excessive worry?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0904,Stress and Anxiety Management,How severely do you experience excessive worry?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0904,Stress and Anxiety Management,How severely do you experience excessive worry?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0905,Stress and Anxiety Management,"Recently, do you have racing thoughts at night?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0905,Stress and Anxiety Management,"Recently, do you have racing thoughts at night?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0905,Stress and Anxiety Management,"Recently, do you have racing thoughts at night?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0906,Stress and Anxiety Management,"In the past month, are you under significant work stress?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0906,Stress and Anxiety Management,"In the past month, are you under significant work stress?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0906,Stress and Anxiety Management,"In the past month, are you under significant work stress?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0907,Stress and Anxiety Management,Do you have frequent headaches?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0907,Stress and Anxiety Management,Do you have frequent headaches?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0907,Stress and Anxiety Management,Do you have frequent headaches?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0908,Stress and Anxiety Management,To what extent do you forget things more than usual?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0908,Stress and Anxiety Management,To what extent do you forget things more than usual?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0908,Stress and Anxiety Management,To what extent do you forget things more than usual?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0909,Stress and Anxiety Management,To what degree do you experience sweating without physical exertion?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0909,Stress and Anxiety Management,To what degree do you experience sweating without physical exertion?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0909,Stress and Anxiety Management,To what degree do you experience sweating without physical exertion?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0910,Stress and Anxiety Management,How often do you worry about having another panic attack?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0910,Stress and Anxiety Management,How often do you worry about having another panic attack?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0910,Stress and Anxiety Management,How often do you worry about having another panic attack?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0911,Stress and Anxiety Management,"Over the past few months, do you feel rested after sleeping?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0911,Stress and Anxiety Management,"Over the past few months, do you feel rested after sleeping?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0911,Stress and Anxiety Management,"Over the past few months, do you feel rested after sleeping?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0912,Stress and Anxiety Management,Does this significantly impact you: is it difficult to control your worrying?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0912,Stress and Anxiety Management,Does this significantly impact you: is it difficult to control your worrying?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0912,Stress and Anxiety Management,Does this significantly impact you: is it difficult to control your worrying?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0913,Stress and Anxiety Management,"In your daily life, do you fear public speaking?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0913,Stress and Anxiety Management,"In your daily life, do you fear public speaking?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0913,Stress and Anxiety Management,"In your daily life, do you fear public speaking?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0914,Stress and Anxiety Management,To what degree do you talk to others about your stress?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0914,Stress and Anxiety Management,To what degree do you talk to others about your stress?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0914,Stress and Anxiety Management,To what degree do you talk to others about your stress?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0915,Stress and Anxiety Management,"In the past week, do you have sudden episodes of intense fear?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0915,Stress and Anxiety Management,"In the past week, do you have sudden episodes of intense fear?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0915,Stress and Anxiety Management,"In the past week, do you have sudden episodes of intense fear?",2,Uncertain - Further assessment needed,Further Session Needed,2
